,Country Name,Country Code,Indicator Name,Indicator Code,Year,Value,HDI
17015,Senegal,SEN,"Population, total",SP.POP.TOTL,2009,12335084.0,0.462
17016,Senegal,SEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,63.607,0.462
17017,Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,2009,16248212852.0,0.462
17018,Senegal,SEN,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,0.7699999809999999,0.462
17019,Senegal,SEN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,15.9421075,0.462
17020,Serbia,SRB,"Population, total",SP.POP.TOTL,2009,7320807.0,0.762
17021,Serbia,SRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,73.98536585,0.762
17022,Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,2009,45162894381.0,0.762
17023,Serbia,SRB,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,3.5559999939999996,0.762
17024,Serbia,SRB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,7.201488925,0.762
17025,Seychelles,SYC,"Population, total",SP.POP.TOTL,2009,87298.0,0.754
17026,Seychelles,SYC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,73.08292683,0.754
17027,Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,2009,847397850.1,0.754
17029,Seychelles,SYC,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,2.256942686,0.754
17030,Sierra Leone,SLE,"Population, total",SP.POP.TOTL,2009,6272734.0,0.386
17031,Sierra Leone,SLE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,48.468,0.386
17032,Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,2009,2453899847.0,0.386
17033,Sierra Leone,SLE,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,2.588999987,0.386
17034,Sierra Leone,SLE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,55.26088268,0.386
17035,Singapore,SGP,"Population, total",SP.POP.TOTL,2009,4987573.0,0.885
17036,Singapore,SGP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,81.24146341,0.885
17037,Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,2009,194152000000.0,0.885
17038,Singapore,SGP,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,4.915999889,0.885
17039,Singapore,SGP,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,0.040687761,0.885
17040,Slovenia,SVN,"Population, total",SP.POP.TOTL,2009,2039669.0,0.877
17041,Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,78.97073171,0.877
17042,Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,2009,50368056543.0,0.877
17043,Slovenia,SVN,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,3.351000071,0.877
17044,Slovenia,SVN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,1.815912629,0.877
17045,Solomon Islands,SLB,"Population, total",SP.POP.TOTL,2009,515181.0,0.506
17046,Solomon Islands,SLB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,70.366,0.506
17047,Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,2009,597765363.1,0.506
17048,Solomon Islands,SLB,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,1.210999966,0.506
17050,Somalia,SOM,"Population, total",SP.POP.TOTL,2009,11717692.0,..
17051,Somalia,SOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,53.653999999999996,..
17053,Somalia,SOM,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,1.6649999619999998,..
17055,South Africa,ZAF,"Population, total",SP.POP.TOTL,2009,50477011.0,0.654
17056,South Africa,ZAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,56.46,0.654
17057,South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,2009,295936000000.0,0.654
17058,South Africa,ZAF,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,5.434999942999999,0.654
17059,South Africa,ZAF,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,2.713427607,0.654
17060,South Sudan,SSD,"Population, total",SP.POP.TOTL,2009,9142259.0,..
17061,South Sudan,SSD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,54.218999999999994,..
17062,South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,2009,12231264525.0,..
17063,South Sudan,SSD,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,3.02699995,..
17064,South Sudan,SSD,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,5.22004161,..
17065,Spain,ESP,"Population, total",SP.POP.TOTL,2009,46362946.0,0.858
17066,Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,81.47560976,0.858
17067,Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,2009,1485580000000.0,0.858
17068,Spain,ESP,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,5.603000164,0.858
17069,Spain,ESP,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,2.265452066,0.858
17070,Sri Lanka,LKA,"Population, total",SP.POP.TOTL,2009,20123508.0,0.745
17071,Sri Lanka,LKA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,75.286,0.745
17072,Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,2009,42066217872.0,0.745
17073,Sri Lanka,LKA,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,2.630000114,0.745
17074,Sri Lanka,LKA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,12.6919713,0.745
17075,Sudan,SDN,"Population, total",SP.POP.TOTL,2009,33783788.0,0.469
17076,Sudan,SDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,62.33,0.469
17077,Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,2009,53150209168.0,0.469
17078,Sudan,SDN,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,5.784999847000001,0.469
17079,Sudan,SDN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,24.67041159,0.469
17080,Suriname,SUR,"Population, total",SP.POP.TOTL,2009,523111.0,0.698
17081,Suriname,SUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,70.209,0.698
17082,Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,2009,3875409836.0,0.698
17083,Suriname,SUR,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,1.315000057,0.698
17084,Suriname,SUR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,10.04888137,0.698
17085,Sweden,SWE,"Population, total",SP.POP.TOTL,2009,9298515.0,0.899
17086,Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,81.35121951,0.899
17087,Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,2009,435114000000.0,0.899
17088,Sweden,SWE,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,3.75999999,0.899
17089,Sweden,SWE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,1.452131459,0.899
17090,Switzerland,CHE,"Population, total",SP.POP.TOTL,2009,7743831.0,0.927
17091,Switzerland,CHE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,82.04390244,0.927
17092,Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,2009,541506000000.0,0.927
17093,Switzerland,CHE,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,5.808000087999999,0.927
17094,Switzerland,CHE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,0.7535475290000001,0.927
17095,Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,2009,21205873.0,0.648
17096,Syrian Arab Republic,SYR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,72.938,0.648
17098,Syrian Arab Republic,SYR,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,3.989000082,0.648
17100,Tajikistan,TJK,"Population, total",SP.POP.TOTL,2009,7364753.0,0.619
17101,Tajikistan,TJK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,68.36,0.619
17102,Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,2009,4979481980.0,0.619
17103,Tajikistan,TJK,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,0.40999999600000003,0.619
17104,Tajikistan,TJK,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,18.5520033,0.619
17105,Thailand,THA,"Population, total",SP.POP.TOTL,2009,66866839.0,0.718
17106,Thailand,THA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,73.766,0.718
17107,Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2009,281710000000.0,0.718
17108,Thailand,THA,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,2.8059999939999996,0.718
17109,Thailand,THA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,9.790233755,0.718
17110,Timor-Leste,TLS,"Population, total",SP.POP.TOTL,2009,1074277.0,0.611
17111,Timor-Leste,TLS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,66.796,0.611
17112,Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,2009,3199666700.0,0.611
17113,Timor-Leste,TLS,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,1.7000000480000002,0.611
17114,Timor-Leste,TLS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,5.653454468,0.611
17115,Togo,TGO,"Population, total",SP.POP.TOTL,2009,6250835.0,0.458
17116,Togo,TGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,56.818000000000005,0.458
17117,Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,2009,3365711796.0,0.458
17118,Togo,TGO,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,1.495000005,0.458
17119,Togo,TGO,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,30.9296085,0.458
17120,Tonga,TON,"Population, total",SP.POP.TOTL,2009,103890.0,0.686
17121,Tonga,TON,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,69.982,0.686
17122,Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,2009,318166562.8,0.686
17123,Tonga,TON,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,1.105999947,0.686
17124,Tonga,TON,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,15.34056661,0.686
17125,Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,2009,1320930.0,0.786
17126,Trinidad and Tobago,TTO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,71.71,0.786
17127,Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,2009,19172165226.0,0.786
17128,Trinidad and Tobago,TTO,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,4.737999916000001,0.786
17129,Trinidad and Tobago,TTO,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,0.595145826,0.786
17130,Tunisia,TUN,"Population, total",SP.POP.TOTL,2009,10525694.0,0.71
17131,Tunisia,TUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,74.88,0.71
17132,Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,2009,43454935940.0,0.71
17133,Tunisia,TUN,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,6.006999969,0.71
17134,Tunisia,TUN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,8.297260265,0.71
17135,Turkey,TUR,"Population, total",SP.POP.TOTL,2009,71321399.0,0.721
17136,Turkey,TUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,74.074,0.721
17137,Turkey,TUR,GDP (current US$),NY.GDP.MKTP.CD,2009,644640000000.0,0.721
17138,Turkey,TUR,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,5.681000233,0.721
17139,Turkey,TUR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,8.12999767,0.721
17140,Turkmenistan,TKM,"Population, total",SP.POP.TOTL,2009,5007954.0,..
17141,Turkmenistan,TKM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,66.355,..
17142,Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,2009,20214385965.0,..
17143,Turkmenistan,TKM,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,1.8150000569999998,..
17144,Turkmenistan,TKM,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,10.51535297,..
17145,Tuvalu,TUV,"Population, total",SP.POP.TOTL,2009,10424.0,..
17147,Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,2009,27101312.79,..
17149,Tuvalu,TUV,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,24.17911307,..
17150,Uganda,UGA,"Population, total",SP.POP.TOTL,2009,31411096.0,0.478
17151,Uganda,UGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,56.06,0.478
17152,Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,2009,18168902154.0,0.478
17153,Uganda,UGA,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,1.5210000280000002,0.478
17154,Uganda,UGA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,26.14617558,0.478
17155,Ukraine,UKR,"Population, total",SP.POP.TOTL,2009,46053300.0,0.727
17156,Ukraine,UKR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,69.19,0.727
17157,Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,2009,117113000000.0,0.727
17158,Ukraine,UKR,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,1.011000037,0.727
17159,Ukraine,UKR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,7.172643936,0.727
17160,United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,2009,7917372.0,0.819
17161,United Arab Emirates,ARE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,76.145,0.819
17162,United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2009,253547000000.0,0.819
17163,United Arab Emirates,ARE,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,3.105999947,0.819
17164,United Arab Emirates,ARE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,1.036886889,0.819
17165,United Kingdom,GBR,"Population, total",SP.POP.TOTL,2009,62276270.0,0.899
17166,United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,80.05121951,0.899
17167,United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,2009,2410910000000.0,0.899
17168,United Kingdom,GBR,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,2.7809998989999998,0.899
17169,United Kingdom,GBR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,0.694446688,0.899
17170,United States,USA,"Population, total",SP.POP.TOTL,2009,306771529.0,0.908
17171,United States,USA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,78.3902439,0.908
17172,United States,USA,GDP (current US$),NY.GDP.MKTP.CD,2009,14448900000000.0,0.908
17173,United States,USA,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,2.867000103,0.908
17174,United States,USA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,0.9685725359999999,0.908
17175,Uruguay,URY,"Population, total",SP.POP.TOTL,2009,3349676.0,0.779
17176,Uruguay,URY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,76.60300000000001,0.779
17177,Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,2009,31660911279.0,0.779
17178,Uruguay,URY,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,4.836999893,0.779
17179,Uruguay,URY,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,7.886996095,0.779
17180,Uzbekistan,UZB,"Population, total",SP.POP.TOTL,2009,27767400.0,0.658
17181,Uzbekistan,UZB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,69.435,0.658
17182,Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,2009,33689223673.0,0.658
17183,Uzbekistan,UZB,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,1.575999975,0.658
17184,Uzbekistan,UZB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,18.63268497,0.658
17185,Vanuatu,VUT,"Population, total",SP.POP.TOTL,2009,230247.0,0.584
17186,Vanuatu,VUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,68.97399999999999,0.584
17187,Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,2009,610066628.7,0.584
17188,Vanuatu,VUT,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,1.4720000030000002,0.584
17189,Vanuatu,VUT,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,19.76074571,0.584
17190,Zambia,ZMB,"Population, total",SP.POP.TOTL,2009,13215139.0,0.521
17191,Zambia,ZMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,54.13,0.521
17192,Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,2009,15328342304.0,0.521
17193,Zambia,ZMB,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,0.30099999899999996,0.521
17194,Zambia,ZMB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,11.55278363,0.521
17195,Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,2009,12526968.0,0.448
17196,Zimbabwe,ZWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,48.449,0.448
17197,Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,2009,9665793300.0,0.448
17198,Zimbabwe,ZWE,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2009,0.490999997,0.448
17199,Zimbabwe,ZWE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,10.74255023,0.448
17200,South Asia,SAS,"Population, total",SP.POP.TOTL,2010,1638792934.0,0.585
17201,South Asia,SAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,66.84876853,0.585
17202,South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,2010,2060820000000.0,0.585
17203,South Asia,SAS,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2010,1.13049271,0.585
17204,South Asia,SAS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2010,17.58254417,0.585
17205,Sub-Saharan Africa,SSF,"Population, total",SP.POP.TOTL,2010,869025106.0,0.498
17206,Sub-Saharan Africa,SSF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,56.72547004,0.498
17207,Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,2010,1371500000000.0,0.498
17208,Sub-Saharan Africa,SSF,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2010,2.406862971,0.498
17209,Sub-Saharan Africa,SSF,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2010,15.99161451,0.498
17210,World,WLD,"Population, total",SP.POP.TOTL,2010,6922947261.0,0.697
17211,World,WLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,70.55611913,0.697
17212,World,WLD,GDP (current US$),NY.GDP.MKTP.CD,2010,66051200000000.0,0.697
17213,World,WLD,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2010,2.8534921000000004,0.697
17214,World,WLD,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2010,3.6594424969999997,0.697
17215,Afghanistan,AFG,"Population, total",SP.POP.TOTL,2010,29185507.0,0.464
17216,Afghanistan,AFG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,61.028,0.464
17217,Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2010,15856574731.0,0.464
17218,Afghanistan,AFG,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2010,0.49000001,0.464
17219,Afghanistan,AFG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2010,26.21006854,0.464
17220,Albania,ALB,"Population, total",SP.POP.TOTL,2010,2913021.0,0.74
17221,Albania,ALB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,76.562,0.74
17222,Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2010,11926962835.0,0.74
17223,Albania,ALB,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2010,1.569000006,0.74
17224,Albania,ALB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2010,17.95584025,0.74
17225,Algeria,DZA,"Population, total",SP.POP.TOTL,2010,35977455.0,0.73
17226,Algeria,DZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,74.938,0.73
17227,Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2010,161205000000.0,0.73
17228,Algeria,DZA,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2010,3.697000027,0.73
17229,Algeria,DZA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2010,8.466901279,0.73
17230,Andorra,AND,"Population, total",SP.POP.TOTL,2010,84449.0,0.828
17232,Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2010,3355695364.0,0.828
17234,Andorra,AND,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2010,0.499694105,0.828
17235,Angola,AGO,"Population, total",SP.POP.TOTL,2010,23356246.0,0.51
17236,Angola,AGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,55.35,0.51
17237,Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2010,83799496611.0,0.51
17238,Angola,AGO,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2010,4.168000221000001,0.51
17239,Angola,AGO,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2010,6.180293181000001,0.51
17240,Antigua and Barbuda,ATG,"Population, total",SP.POP.TOTL,2010,88028.0,0.772
17241,Antigua and Barbuda,ATG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,75.82300000000001,0.772
17242,Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,2010,1148700000.0,0.772
17244,Antigua and Barbuda,ATG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2010,1.633408459,0.772
17245,Argentina,ARG,"Population, total",SP.POP.TOTL,2010,40788453.0,0.818
17246,Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,75.278,0.818
17247,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2010,423627000000.0,0.818
17248,Argentina,ARG,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2010,4.5079998969999995,0.818
17249,Argentina,ARG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2010,7.132167451,0.818
17250,Armenia,ARM,"Population, total",SP.POP.TOTL,2010,2877319.0,0.729
17251,Armenia,ARM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,73.331,0.729
17252,Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,2010,9260284938.0,0.729
17253,Armenia,ARM,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2010,0.51700002,0.729
17255,Australia,AUS,"Population, total",SP.POP.TOTL,2010,22031750.0,0.926
17256,Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,81.69512195,0.926
17257,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2010,1146140000000.0,0.926
17258,Australia,AUS,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2010,6.831999778999999,0.926
17259,Australia,AUS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2010,2.197568265,0.926
17260,Austria,AUT,"Population, total",SP.POP.TOTL,2010,8363404.0,0.895
17261,Austria,AUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,80.5804878,0.895
17262,Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,2010,391893000000.0,0.895
17263,Austria,AUT,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2010,4.776000023,0.895
17264,Austria,AUT,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2010,1.267327672,0.895
17265,Azerbaijan,AZE,"Population, total",SP.POP.TOTL,2010,9054332.0,0.732
17266,Azerbaijan,AZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,70.938,0.732
17267,Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,2010,52902703376.0,0.732
17268,Azerbaijan,AZE,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2010,12.08500004,0.732
17269,Azerbaijan,AZE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2010,5.544566112999999,0.732
17270,Bahrain,BHR,"Population, total",SP.POP.TOTL,2010,1240860.0,0.796
17271,Bahrain,BHR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,76.057,0.796
17272,Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,2010,25713271277.0,0.796
17273,Bahrain,BHR,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2010,1.5970000030000002,0.796
